Entity,Code,Year,Low-carbon energy (TWh growth - equivalent),Renewables (TWh growth - equivalent),Fossil fuels (TWh growth),Nuclear (TWh growth - equivalent)
South and Central America (EI),,1967,8.11142,8.037659,47.644897,0.07377528
South and Central America (EI),,1968,9.238831,9.295578,78.94812,-0.05675027
South and Central America (EI),,1969,12.404449,12.310806,56.430298,0.09363805
South and Central America (EI),,1970,34.52533,34.54236,81.65442,-0.017025277
South and Central America (EI),,1971,27.066528,27.075043,76.50427,-0.008512497
South and Central America (EI),,1972,29.775696,29.687714,116.63269,0.087963045
South and Central America (EI),,1973,30.28653,30.36316,167.41833,-0.07661305
South and Central America (EI),,1974,44.29001,41.407104,90.020386,2.8829153
South and Central America (EI),,1975,31.809204,27.60968,-9.923706,4.199522
South and Central America (EI),,1976,41.577515,41.441315,115.2937,0.1362009
South and Central America (EI),,1977,43.400574,46.104706,112.02661,-2.704152
South and Central America (EI),,1978,54.223785,50.651367,88.329834,3.572432
South and Central America (EI),,1979,69.12958,69.708405,124.31177,-0.57885313
South and Central America (EI),,1980,67.87097,68.86981,34.80591,-0.9988055
South and Central America (EI),,1981,8.60614,7.255493,-7.0876465,1.350657
South and Central America (EI),,1982,53.70996,56.394226,-15.3498535,-2.684289
South and Central America (EI),,1983,68.55023,64.19464,-48.433594,4.3555846
South and Central America (EI),,1984,88.76788,80.598694,38.59839,8.169205
South and Central America (EI),,1985,83.22217,75.09833,23.070557,8.123804
South and Central America (EI),,1986,73.62463,82.96576,132.54126,-9.341097
South and Central America (EI),,1987,67.678955,63.187134,70.2041,4.491785
South and Central America (EI),,1988,38.64966,41.578003,75.17334,-2.9283142
South and Central America (EI),,1989,32.35559,31.04187,50.605225,1.3137703
South and Central America (EI),,1990,45.895264,38.378662,-12.967773,7.516575
South and Central America (EI),,1991,72.55701,73.464966,33.635986,-0.90800285
South and Central America (EI),,1992,22.414429,23.430298,113.13306,-1.015831
South and Central America (EI),,1993,90.337036,92.17578,75.47705,-1.8387108
South and Central America (EI),,1994,80.07422,79.79614,189.2561,0.27807617
South and Central America (EI),,1995,55.82141,52.14673,173.35449,3.6745834
South and Central America (EI),,1996,62.233154,61.37915,143.9607,0.85409164
South and Central America (EI),,1997,81.57349,78.04358,196.07104,3.529869
South and Central America (EI),,1998,30.973267,32.142334,169.28198,-1.1690559
South and Central America (EI),,1999,12.069214,11.033569,10.654785,1.0356941
South and Central America (EI),,2000,75.88049,72.64563,127.8728,3.2347622
South and Central America (EI),,2001,-85.04834,-110.51904,66.99878,25.470783
South and Central America (EI),,2002,71.41528,76.5116,0.5266113,-5.0963974
South and Central America (EI),,2003,64.27112,61.098145,21.742432,3.1730614
South and Central America (EI),,2004,50.774902,55.138794,258.28467,-4.3638763
South and Central America (EI),,2005,89.46362,97.36621,88.0249,-7.9026527
South and Central America (EI),,2006,82.31482,69.642334,211.99805,12.672588
South and Central America (EI),,2007,86.927,92.37097,214.64209,-5.4441223
South and Central America (EI),,2008,60.598633,56.18628,91.385254,4.412304
South and Central America (EI),,2009,64.25415,65.2063,-165.02539,-0.95207214
South and Central America (EI),,2010,49.566162,48.333984,314.03857,1.2322731
South and Central America (EI),,2011,102.01636,101.505615,150.95508,0.5106125
South and Central America (EI),,2012,-21.98169,-22.630127,269.69287,0.6486168
South and Central America (EI),,2013,-18.44458,-16.039307,191.44434,-2.4053192
South and Central America (EI),,2014,-7.2785645,-4.952881,93.43555,-2.3258705
South and Central America (EI),,2015,33.46167,31.509277,-42.458984,1.9525604
South and Central America (EI),,2016,70.507324,64.736084,-152.3003,5.771202
South and Central America (EI),,2017,91.60913,97.9043,-14.60498,-6.2951355
South and Central America (EI),,2018,116.76636,115.26758,-179.67773,1.4986572
South and Central America (EI),,2019,46.167725,41.256836,-123.55615,4.910965
South and Central America (EI),,2020,-12.604736,-11.098145,-597.6787,-1.506607
South and Central America (EI),,2021,-4.101074,-5.915039,593.01904,1.8139343
South and Central America (EI),,2022,255.44775,262.79614,70.48828,-7.34824
Spain,ESP,1966,22.387371,22.387371,,0
Spain,ESP,1967,-13.60511,-13.60511,,0
Spain,ESP,1968,5.3540573,5.1185455,,0.23551361
Spain,ESP,1969,20.494476,18.377686,,2.1167862
Spain,ESP,1970,-7.9544754,-8.221199,46.506744,0.26672626
Spain,ESP,1971,16.514053,11.97403,36.926086,4.540024
Spain,ESP,1972,17.152588,10.830605,30.209198,6.3219833
Spain,ESP,1973,-14.314438,-19.404938,73.98981,5.0905
Spain,ESP,1974,6.8046494,4.8808136,21.324951,1.9238358
Spain,ESP,1975,-12.206566,-13.117409,31.668152,0.9108448
Spain,ESP,1976,-14.910782,-14.941998,65.40045,0.031209946
Spain,ESP,1977,52.747833,55.673313,-23.80664,-2.925478
Spain,ESP,1978,5.0567627,1.8645554,-1.687439,3.1922054
Spain,ESP,1979,15.273346,17.966148,47.849243,-2.6928005
Spain,ESP,1980,-53.75804,-49.462044,58.022522,-4.2959986
Spain,ESP,1981,-9.864883,-22.298866,17.065979,12.43399
Spain,ESP,1982,10.917847,13.179344,-11.335266,-2.2614994
Spain,ESP,1983,7.713135,2.3502274,13.460449,5.3629036
Spain,ESP,1984,48.34436,13.088242,-33.733154,35.25612
Spain,ESP,1985,13.680603,-0.38780212,-20.982483,14.068405
Spain,ESP,1986,12.306473,-14.405876,7.102783,26.712357
Spain,ESP,1987,13.528015,2.7085648,21.141602,10.819443
Spain,ESP,1988,49.692886,23.601944,-6.269348,26.090942
Spain,ESP,1989,-31.195938,-47.256283,79.7984,16.060349
Spain,ESP,1990,12.552032,17.824116,-12.185303,-5.2720947
Spain,ESP,1991,9.246704,5.529579,28.517334,3.7171326
Spain,ESP,1992,-23.778961,-24.357826,76.38861,0.5788574
Spain,ESP,1993,16.979279,16.19046,-54.60608,0.7888336
Spain,ESP,1994,9.494751,11.61438,43.695557,-2.119629
Spain,ESP,1995,-13.099884,-13.502823,57.818054,0.40292358
Spain,ESP,1996,52.333893,49.851074,-5.175476,2.4828339
Spain,ESP,1997,-15.4505005,-12.522179,85.32733,-2.9283295
Spain,ESP,1998,10.225616,-0.25899506,54.211548,10.484619
Spain,ESP,1999,-28.608734,-28.208649,71.430176,-0.40008545
Spain,ESP,2000,35.304108,25.787079,48.62915,9.517014
Spain,ESP,2001,42.51169,39.423607,27.704346,3.0881042
Spain,ESP,2002,-45.46872,-42.37182,62.690674,-3.0969086
Spain,ESP,2003,58.152863,62.459618,33.641724,-4.3067627
Spain,ESP,2004,-13.534485,-17.224304,75.99487,3.689804
Spain,ESP,2005,-43.792664,-26.009033,55.909912,-17.7836
Spain,ESP,2006,33.82953,27.760208,-8.07666,6.06929
Spain,ESP,2007,1.6574707,16.31285,37.968872,-14.65535
Spain,ESP,2008,20.749756,11.242859,-71.76111,9.506882
Spain,ESP,2009,14.516907,32.14508,-145.526,-17.62819
Spain,ESP,2010,98.19235,75.482834,-53.115967,22.709534
Spain,ESP,2011,-37.97342,-26.695343,5.720459,-11.278091
Spain,ESP,2012,14.417969,5.5063477,-23.721436,8.911652
Spain,ESP,2013,36.95337,50.32071,-120.38843,-13.367355
Spain,ESP,2014,-2.3233643,-2.926239,-27.016357,0.60289
Spain,ESP,2015,-37.631622,-36.744904,57.042725,-0.886734
Spain,ESP,2016,22.648163,20.149017,-7.6361084,2.4991455
Spain,ESP,2017,-45.8826,-43.70221,64.01941,-2.1803894
Spain,ESP,2018,39.434814,46.25882,-10.465698,-6.824005
Spain,ESP,2019,-16.101898,-21.931854,-29.593994,5.829956
Spain,ESP,2020,41.15393,41.639404,-193.09113,-0.48545837
Spain,ESP,2021,25.64032,30.535645,77.84137,-4.8953247
Spain,ESP,2022,-7.849182,-12.418213,63.619507,4.569031
Sri Lanka,LKA,1966,0.10053778,0.10053778,,0
Sri Lanka,LKA,1967,0.032526612,0.032526612,,0
Sri Lanka,LKA,1968,0.18924749,0.18924749,,0
Sri Lanka,LKA,1969,0.22177422,0.22177422,,0
Sri Lanka,LKA,1970,0.56567204,0.56567204,,0
Sri Lanka,LKA,1971,0.25193524,0.25193524,,0
Sri Lanka,LKA,1972,0.06387091,0.06387091,,0
Sri Lanka,LKA,1973,-0.44768786,-0.44768786,,0
Sri Lanka,LKA,1974,0.892715,0.892715,,0
Sri Lanka,LKA,1975,0.23360205,0.23360205,,0
Sri Lanka,LKA,1976,0.09728503,0.09728503,,0
Sri Lanka,LKA,1977,0.30870962,0.30870962,,0
Sri Lanka,LKA,1978,0.4506452,0.4506452,,0
Sri Lanka,LKA,1979,0.28239202,0.28239202,,0
Sri Lanka,LKA,1980,0.054113388,0.054113388,,0
Sri Lanka,LKA,1981,0.27056456,0.27056456,,0
Sri Lanka,LKA,1982,0.10645151,0.10645151,,0
Sri Lanka,LKA,1983,-1.1544085,-1.1544085,,0
Sri Lanka,LKA,1984,2.5873652,2.5873652,,0
Sri Lanka,LKA,1985,0.897151,0.897151,,0
Sri Lanka,LKA,1986,0.7377682,0.7377682,,0
Sri Lanka,LKA,1987,-1.3841662,-1.3841662,,0
Sri Lanka,LKA,1988,1.2410483,1.2410483,,0
Sri Lanka,LKA,1989,0.6047044,0.6047044,,0
Sri Lanka,LKA,1990,1.0160217,1.0160217,,0
Sri Lanka,LKA,1991,-0.083387375,-0.083387375,,0
Sri Lanka,LKA,1992,-0.6407795,-0.6407795,,0
Sri Lanka,LKA,1993,2.6497574,2.6497574,,0
Sri Lanka,LKA,1994,0.86669445,0.86669445,,0
Sri Lanka,LKA,1995,1.2567205,1.2567205,,0
Sri Lanka,LKA,1996,-3.7323122,-3.7323122,,0
Sri Lanka,LKA,1997,0.5777073,0.5777073,,0
Sri Lanka,LKA,1998,1.3829241,1.3829241,,0
Sri Lanka,LKA,1999,0.78668785,0.78668785,,0
Sri Lanka,LKA,2000,-2.877015,-2.877015,,0
Sri Lanka,LKA,2001,-0.3136387,-0.3136387,,0
Sri Lanka,LKA,2002,-1.2755375,-1.2755375,,0
Sri Lanka,LKA,2003,1.7446508,1.7446508,,0
Sri Lanka,LKA,2004,-1.066967,-1.066967,,0
Sri Lanka,LKA,2005,1.3588085,1.3588085,,0
Sri Lanka,LKA,2006,3.3064022,3.3064022,,0
Sri Lanka,LKA,2007,-2.0255194,-2.0255194,,0
Sri Lanka,LKA,2008,0.46231937,0.46231937,,0
Sri Lanka,LKA,2009,-0.70771503,-0.70771503,,0
Sri Lanka,LKA,2010,4.969282,4.969282,,0
Sri Lanka,LKA,2011,-2.915104,-2.915104,,0
Sri Lanka,LKA,2012,-3.4680414,-3.4680414,,0
Sri Lanka,LKA,2013,10.092778,10.092778,,0
Sri Lanka,LKA,2014,-6.3408737,-6.3408737,,0
Sri Lanka,LKA,2015,4.035097,4.035097,,0
Sri Lanka,LKA,2016,-4.6390324,-4.6390324,,0
Sri Lanka,LKA,2017,-0.18660927,-0.18660927,,0
Sri Lanka,LKA,2018,6.4380035,6.4380035,,0
Sri Lanka,LKA,2019,-3.6584358,-3.6584358,,0
Sri Lanka,LKA,2020,0.61629295,0.61629295,,0
Sri Lanka,LKA,2021,6.781044,6.781044,,0
Sri Lanka,LKA,2022,0.11863136,0.11863136,,0
Sudan,SDN,1981,,,,0
Sudan,SDN,1982,,,,0
Sudan,SDN,1983,,,,0
Sudan,SDN,1984,,,,0
Sudan,SDN,1985,,,,0
Sudan,SDN,1986,,,,0
Sudan,SDN,1987,,,,0
Sudan,SDN,1988,,,,0
Sudan,SDN,1989,,,,0
Sudan,SDN,1990,,,,0
Sudan,SDN,1991,,,,0
Sudan,SDN,1992,,,,0
Sudan,SDN,1993,,,,0
Sudan,SDN,1994,,,,0
Sudan,SDN,1995,,,,0
Sudan,SDN,1996,,,,0
Sudan,SDN,1997,,,,0
Sudan,SDN,1998,,,,0
Sudan,SDN,1999,,,,0
Sudan,SDN,2000,,,,0
Sudan,SDN,2001,,,,0
Sudan,SDN,2002,,,,0
Sudan,SDN,2003,,,,0
Sudan,SDN,2004,,,,0
Sudan,SDN,2005,,,,0
Sudan,SDN,2006,,,,0
Sudan,SDN,2007,,,,0
Sudan,SDN,2008,,,,0
Sudan,SDN,2009,,,,0
Sudan,SDN,2010,,,,0
Sudan,SDN,2011,,,,0
Sudan,SDN,2012,,,,0
Sudan,SDN,2013,,,,0
Sudan,SDN,2014,,,,0
Sudan,SDN,2015,,,,0
Sudan,SDN,2016,,,,0
Sudan,SDN,2017,,,,0
Sudan,SDN,2018,,,,0
Sudan,SDN,2019,,,,0
Sudan,SDN,2020,,,,0
Sudan,SDN,2021,,,,0
Sudan,SDN,2022,,,,0
Sweden,SWE,1966,-2.6852112,-2.7618256,,0.07661277
Sweden,SWE,1967,11.241882,11.227692,,0.014187783
Sweden,SWE,1968,-1.6940918,-1.6174774,,-0.07661306
Sweden,SWE,1969,-20.322014,-20.42984,,0.107825555
Sweden,SWE,1970,-0.6075363,-0.59334564,,-0.0141875
Sweden,SWE,1971,31.30864,31.212166,,0.09647557
Sweden,SWE,1972,9.230804,5.3292236,,3.9015827
Sweden,SWE,1973,20.508698,18.67566,,1.833035
Sweden,SWE,1974,-8.004684,-7.8429565,,-0.16173887
Sweden,SWE,1975,29.11644,0.9824829,,28.13396
Sweden,SWE,1976,3.2317352,-8.186417,,11.4181595
Sweden,SWE,1977,7.1887207,-3.9343414,,11.123058
Sweden,SWE,1978,23.298233,12.322723,,10.97551
Sweden,SWE,1979,2.2840729,10.064545,,-7.780468
Sweden,SWE,1980,10.114639,-5.346985,,15.46162
Sweden,SWE,1981,35.009995,3.2553864,,31.754623
Sweden,SWE,1982,-9.724762,-13.60083,,3.8760529
Sweden,SWE,1983,32.057434,26.498749,,5.5586853
Sweden,SWE,1984,42.338226,14.184387,,28.153824
Sweden,SWE,1985,30.633972,8.969543,,21.664429
Sweden,SWE,1986,3.1549377,-29.164337,22.126617,32.31929
Sweden,SWE,1987,24.94519,32.226257,-39.981323,-7.281067
Sweden,SWE,1988,0.21627808,-5.5694275,-16.158356,5.7856903
Sweden,SWE,1989,-4.848999,5.993149,-10.253967,-10.842133
Sweden,SWE,1990,8.788513,1.4620514,2.69693,7.3264465
Sweden,SWE,1991,-3.2914429,-27.625992,-31.927185,24.334549
Sweden,SWE,1992,-4.1044617,33.399002,8.977631,-37.50345
Sweden,SWE,1993,-4.6819763,1.4158173,-2.3267517,-6.097809
Sweden,SWE,1994,-12.356018,-45.728027,12.438095,33.37201
Sweden,SWE,1995,17.958038,27.097687,-10.560959,-9.139633
Sweden,SWE,1996,-36.690582,-49.002533,18.246887,12.311966
Sweden,SWE,1997,41.13672,53.46855,-18.7715,-12.331833
Sweden,SWE,1998,27.520386,17.149246,26.455734,10.371124
Sweden,SWE,1999,-10.262665,-9.14183,-10.399689,-1.1208344
Sweden,SWE,2000,-19.889496,25.147522,-30.31247,-45.037033
Sweden,SWE,2001,39.58203,-1.0646667,6.8368073,40.64673
Sweden,SWE,2002,-49.456818,-36.947342,5.579315,-12.509491
Sweden,SWE,2003,-40.31137,-37.15152,13.480652,-3.159851
Sweden,SWE,2004,55.556427,28.391296,-8.094986,27.16513
Sweden,SWE,2005,20.533295,35.576874,-3.1921082,-15.043594
Sweden,SWE,2006,-45.670654,-28.81392,5.4371796,-16.856705
Sweden,SWE,2007,16.765015,17.929642,-7.036331,-1.1646423
Sweden,SWE,2008,2.774353,12.208969,-12.020187,-9.434616
Sweden,SWE,2009,-39.50952,-7.0482635,-13.972809,-32.461243
Sweden,SWE,2010,24.569519,10.631744,12.432526,13.937775
Sweden,SWE,2011,10.90094,4.5653534,-19.936295,6.3355865
Sweden,SWE,2012,45.862152,37.461426,-8.132614,8.400711
Sweden,SWE,2013,-39.111816,-44.42476,-2.0584717,5.3129425
Sweden,SWE,2014,4.0586853,9.206741,-6.876999,-5.148056
Sweden,SWE,2015,22.889221,45.931732,-2.195694,-23.042526
Sweden,SWE,2016,-16.56314,-33.04825,5.3250885,16.485123
Sweden,SWE,2017,22.05658,16.383026,-2.1035004,5.6735535
Sweden,SWE,2018,-6.3919373,-12.654541,-6.625061,6.262619
Sweden,SWE,2019,14.127899,20.888977,10.812485,-6.761093
Sweden,SWE,2020,-12.063202,31.222473,-21.856293,-43.285667
Sweden,SWE,2021,20.97586,11.970825,-6.868744,9.005028
Sweden,SWE,2022,4.969269,9.011383,-2.757904,-4.0421143
Switzerland,CHE,1966,10.116814,10.116814,,0
Switzerland,CHE,1967,6.8945312,6.8945312,,0
Switzerland,CHE,1968,-0.9902191,-0.9902191,,0
Switzerland,CHE,1969,-2.2379074,-3.7559814,9.819321,1.5180705
Switzerland,CHE,1970,6.235573,2.7425919,15.261719,3.4929807
Switzerland,CHE,1971,-1.4452362,-0.38116455,7.2430725,-1.0640678
Switzerland,CHE,1972,-7.2731323,-14.222206,3.4710388,6.949074
Switzerland,CHE,1973,13.965195,6.9565277,12.62439,7.008663
Switzerland,CHE,1974,5.885002,3.7370071,-18.108078,2.147997
Switzerland,CHE,1975,14.936806,12.967567,-4.825012,1.9692364
Switzerland,CHE,1976,-18.379395,-18.884468,5.9767914,0.50507736
Switzerland,CHE,1977,27.229164,26.732597,2.0277252,0.49656487
Switzerland,CHE,1978,-8.734695,-9.532036,4.330261,0.7973423
Switzerland,CHE,1979,4.7315063,-4.94442,-5.7313843,9.675926
Switzerland,CHE,1980,17.975014,10.764885,2.261856,7.210121
Switzerland,CHE,1981,8.590958,5.7988434,-8.877762,2.792118
Switzerland,CHE,1982,1.7967529,2.3557434,-7.994522,-0.5589905
Switzerland,CHE,1983,-1.0301971,-2.6674347,13.04335,1.6372452
Switzerland,CHE,1984,-7.62442,-15.370834,-2.1046143,7.746418
Switzerland,CHE,1985,17.608582,6.369026,3.1419067,11.239544
Switzerland,CHE,1986,2.8855286,2.8198166,13.201279,0.06570816
Switzerland,CHE,1987,6.590088,5.4013214,-8.592361,1.1887741
Switzerland,CHE,1988,2.724945,3.3193207,-0.14845276,-0.59438324
Switzerland,CHE,1989,-17.62796,-17.75042,-4.6467743,0.12245941
Switzerland,CHE,1990,2.0353088,-0.21975708,11.42717,2.2550735
Switzerland,CHE,1991,4.821808,6.7453384,4.125,-1.9235382
Switzerland,CHE,1992,3.3979187,2.0030518,2.0850372,1.394867
Switzerland,CHE,1993,8.847549,9.122345,-9.428696,-0.2747879
Switzerland,CHE,1994,12.776276,9.923828,4.7253113,2.8524475
Switzerland,CHE,1995,-9.956223,-11.45562,-9.024033,1.4994049
Switzerland,CHE,1996,-18.164932,-18.86087,6.4605865,0.6959305
Switzerland,CHE,1997,16.563644,15.810951,6.461624,0.7526932
Switzerland,CHE,1998,-0.39790344,-1.5836868,2.4072723,1.1857834
Switzerland,CHE,1999,16.991104,19.515007,-0.8908081,-2.523903
Switzerland,CHE,2000,-4.846039,-9.105309,-4.2435913,4.2592697
Switzerland,CHE,2001,13.152985,12.616066,11.637283,0.536911
Switzerland,CHE,2002,-17.931213,-18.62336,-8.950943,0.6921463
Switzerland,CHE,2003,-1.5418091,-1.7563553,-2.343338,0.21456146
Switzerland,CHE,2004,-5.3744507,-3.4381561,0.17500305,-1.9363022
Switzerland,CHE,2005,-18.013031,-7.67585,3.637085,-10.337177
Switzerland,CHE,2006,10.822525,-0.917305,2.9310608,11.739826
Switzerland,CHE,2007,11.5551605,11.740974,-15.498795,-0.18580627
Switzerland,CHE,2008,0.7615051,1.8306046,10.833893,-1.0690994
Switzerland,CHE,2009,-1.9266357,-1.432106,0.8942108,-0.49453735
Switzerland,CHE,2010,-2.3712769,0.6432495,-7.0051727,-3.0145264
Switzerland,CHE,2011,-9.517731,-10.07605,-8.2285,0.5583267
Switzerland,CHE,2012,13.561966,17.358719,5.334015,-3.7967606
Switzerland,CHE,2013,0.83699036,-0.20487976,8.2789,1.0418701
Switzerland,CHE,2014,3.1915283,-0.50045013,-19.509216,3.6919708
Switzerland,CHE,2015,-11.212372,0.8459091,3.5810394,-12.058277
Switzerland,CHE,2016,-14.42601,-9.040787,-5.5504303,-5.3852196
Switzerland,CHE,2017,-2.383133,-0.0827713,3.109558,-2.3003578
Switzerland,CHE,2018,11.365295,1.7989883,-6.417282,9.566303
Switzerland,CHE,2019,10.600006,8.638016,3.3948517,1.9619904
Switzerland,CHE,2020,-5.408142,0.59796906,-21.409943,-6.0061073
Switzerland,CHE,2021,-13.639313,-2.2284088,3.376587,-11.410904
Switzerland,CHE,2022,-4.009552,-15.305618,-3.1981506,11.296059
Syria,SYR,1969,,,,0
Syria,SYR,1970,,,,0
Syria,SYR,1971,,,,0
Syria,SYR,1972,,,,0
Syria,SYR,1973,,,,0
Syria,SYR,1974,,,,0
Syria,SYR,1975,,,,0
Syria,SYR,1976,,,,0
Syria,SYR,1977,,,,0
Syria,SYR,1978,,,,0
Syria,SYR,1979,,,,0
Syria,SYR,1980,,,,0
Syria,SYR,1981,,,,0
Syria,SYR,1982,,,,0
Syria,SYR,1983,,,,0
Syria,SYR,1984,,,,0
Syria,SYR,1985,,,,0
Syria,SYR,1986,,,,0
Syria,SYR,1987,,,,0
Syria,SYR,1988,,,,0
Syria,SYR,1989,,,,0
Syria,SYR,1990,,,,0
Syria,SYR,1991,,,,0
Syria,SYR,1992,,,,0
Syria,SYR,1993,,,,0
Syria,SYR,1994,,,,0
Syria,SYR,1995,,,,0
Syria,SYR,1996,,,,0
Syria,SYR,1997,,,,0
Syria,SYR,1998,,,,0
Syria,SYR,1999,,,,0
Syria,SYR,2000,,,,0
Syria,SYR,2001,,,,0
Syria,SYR,2002,,,,0
Syria,SYR,2003,,,,0
Syria,SYR,2004,,,,0
Syria,SYR,2005,,,,0
Syria,SYR,2006,,,,0
Syria,SYR,2007,,,,0
Syria,SYR,2008,,,,0
Syria,SYR,2009,,,,0
Syria,SYR,2010,,,,0
Syria,SYR,2011,,,,0
Syria,SYR,2012,,,,0
Syria,SYR,2013,,,,0
Syria,SYR,2014,,,,0
Syria,SYR,2015,,,,0
Syria,SYR,2016,,,,0
Syria,SYR,2017,,,,0
Syria,SYR,2018,,,,0
Syria,SYR,2019,,,,0
Syria,SYR,2020,,,,0
Syria,SYR,2021,,,,0
Syria,SYR,2022,,,,0
Taiwan,TWN,1966,0.2217741,0.2217741,4.7966156,0
Taiwan,TWN,1967,-0.079838276,-0.079838276,6.9714355,0
Taiwan,TWN,1968,3.6370974,3.6370974,8.602943,0
Taiwan,TWN,1969,-2.4010763,-2.4010763,6.8159637,0
Taiwan,TWN,1970,-0.5529566,-0.5529566,9.308517,0
Taiwan,TWN,1971,0.66827965,0.66827965,26.87471,0
Taiwan,TWN,1972,1.6115589,1.6115589,7.637741,0
Taiwan,TWN,1973,-0.7008066,-0.7008066,25.064774,0
Taiwan,TWN,1974,3.8618288,3.8618288,-11.012772,0
Taiwan,TWN,1975,1.6440849,1.6440849,14.792847,0
Taiwan,TWN,1976,-2.8948917,-2.8948917,41.658997,0
Taiwan,TWN,1977,-0.48494625,-0.76586056,21.604431,0.2809139
Taiwan,TWN,1978,10.083691,2.7884407,33.078568,7.295251
Taiwan,TWN,1979,9.202627,-1.1798391,8.101166,10.382467
Taiwan,TWN,1980,0.45373535,-4.852419,15.745789,5.3061543
Taiwan,TWN,1981,12.520611,5.514785,-32.52008,7.005823
Taiwan,TWN,1982,6.8506165,-0.005405426,27.493103,6.856024
Taiwan,TWN,1983,17.112984,0.60009,17.81015,16.512894
Taiwan,TWN,1984,14.347595,-1.7843809,1.3659363,16.131973
Taiwan,TWN,1985,16.517471,4.7764235,1.1749268,11.741051
Taiwan,TWN,1986,-4.682335,0.38530922,39.764618,-5.067642
Taiwan,TWN,1987,15.716187,-1.8410397,19.951996,17.55722
Taiwan,TWN,1988,-9.497299,-2.4685526,58.42456,-7.02874
Taiwan,TWN,1989,-5.5648727,1.17455,37.277893,-6.7394257
Taiwan,TWN,1990,17.563385,4.5397167,18.282959,13.023666
Taiwan,TWN,1991,-0.49417114,-7.372672,34.03592,6.878502
Taiwan,TWN,1992,3.9476547,8.049502,34.689728,-4.101845
Taiwan,TWN,1993,-5.882187,-7.3283224,43.85138,1.4461365
Taiwan,TWN,1994,4.3602524,2.8949852,38.176514,1.4652634
Taiwan,TWN,1995,1.0113144,-0.2516489,45.33374,1.2629623
Taiwan,TWN,1996,7.004097,-0.01038456,25.500793,7.0144806
Taiwan,TWN,1997,-2.6444473,1.663516,50.590515,-4.3079605
Taiwan,TWN,1998,4.781006,3.0885105,47.204712,1.6924973
Taiwan,TWN,1999,0.318985,-2.9188519,41.97876,3.237831
Taiwan,TWN,2000,0.8801422,-0.5266037,60.079956,1.4067459
Taiwan,TWN,2001,-6.83902,2.3738327,38.50293,-9.212845
Taiwan,TWN,2002,4.802864,-5.9415865,41.005066,10.744446
Taiwan,TWN,2003,-1.2852325,1.2654123,50.556824,-2.550644
Taiwan,TWN,2004,1.662529,0.69695187,46.837524,0.9655762
Taiwan,TWN,2005,3.2420883,2.6089811,12.453857,0.63311005
Taiwan,TWN,2006,-0.45892334,0.5089989,32.4209,-0.967926
Taiwan,TWN,2007,3.4798813,2.345955,48.649902,1.1339264
Taiwan,TWN,2008,-0.8476105,-0.9401722,-41.878418,0.092567444
Taiwan,TWN,2009,0.1404419,-1.1745358,-33.363647,1.3149796
Taiwan,TWN,2010,1.6998138,2.229971,86.189575,-0.530159
Taiwan,TWN,2011,1.5089569,0.89372444,-7.7843018,0.6152344
Taiwan,TWN,2012,-0.3725891,4.7622757,-11.501099,-5.1348724
Taiwan,TWN,2013,2.988144,0.44437408,24.640259,2.5437775
Taiwan,TWN,2014,-1.9934235,-3.2900639,31.225952,1.2966309
Taiwan,TWN,2015,-14.939392,1.0092525,13.691162,-15.948639
Taiwan,TWN,2016,-7.022934,5.8904095,16.006958,-12.913345
Taiwan,TWN,2017,-25.038605,-1.025116,23.091675,-24.013489
Taiwan,TWN,2018,13.294189,0.34425545,5.071045,12.949936
Taiwan,TWN,2019,18.192085,6.701498,-42.77527,11.490585
Taiwan,TWN,2020,-2.7586212,-0.23249817,-34.913696,-2.526123
Taiwan,TWN,2021,-3.6545029,5.80624,80.38794,-9.460747
Taiwan,TWN,2022,6.152809,16.497314,-61.143433,-10.3445015
Thailand,THA,1966,0.65940857,0.65940857,,0
Thailand,THA,1967,0.8989248,0.8989248,,0
Thailand,THA,1968,0.109408855,0.109408855,,0
Thailand,THA,1969,-1.0615594,-1.0615594,,0
Thailand,THA,1970,2.191129,2.191129,,0
Thailand,THA,1971,0.7717743,0.7717743,,0
Thailand,THA,1972,-0.9462366,-0.9462366,,0
Thailand,THA,1973,0.4494624,0.4494624,,0
Thailand,THA,1974,1.7091393,1.7091393,,0
Thailand,THA,1975,2.782527,2.782527,,0
Thailand,THA,1976,0.703763,0.703763,,0
Thailand,THA,1977,-1.0999994,-1.0999994,,0
Thailand,THA,1978,-3.4153228,-3.4153228,,0
Thailand,THA,1979,3.409409,3.409409,,0
Thailand,THA,1980,-5.884409,-5.884409,,0
Thailand,THA,1981,5.0298386,5.0298386,,0
Thailand,THA,1982,2.5489254,2.5489254,1.0756531,0
Thailand,THA,1983,-0.52043056,-0.52043056,14.946854,0
Thailand,THA,1984,1.2448931,1.2448931,16.62236,0
Thailand,THA,1985,-1.1532269,-1.1532269,9.328873,0
Thailand,THA,1986,5.442931,5.442931,6.831024,0
Thailand,THA,1987,-4.3472433,-4.3472433,33.006943,0
Thailand,THA,1988,-0.91897297,-0.91897297,29.911713,0
Thailand,THA,1989,5.277439,5.277439,35.654343,0
Thailand,THA,1990,-1.7993526,-1.7993526,54.717133,0
Thailand,THA,1991,-1.1524286,-1.1524286,37.72336,0
Thailand,THA,1992,-1.0524855,-1.0524855,37.83258,0
Thailand,THA,1993,-1.5884686,-1.5884686,59.164948,0
Thailand,THA,1994,2.407466,2.407466,57.717194,0
